element_type,osmid,historic,name,website,geometry,description,name:de,subject:wikidata,designation,material,old_name,source,mapillary,memorial,artist_name,ele,start_date,direction,inscription,image,toilets:wheelchair,wheelchair,memorial:type,artwork_type,source:date,url,fixme,name:en,alt_name,note,addr:city,addr:housenumber,addr:postcode,addr:street,wikipedia,wikidata,height,bench,memorial:conflict,man_made,contact:facebook,official_name,source:url,nodes,building,area,year,name:ru,tourism,description:de,description:en,opening_hours,reservation,name:it,artwork_subject,addr:conscriptionnumber,heritage,ref,tower:type,url:tuhu,amenity,drinking_water,lit,name:tr,name:hu,is_in,survey:date,url:turatars,name:sk,ref:tajertek,website:en,website:tajertek,genus,leaf_cycle,leaf_type,natural,species,species:hu,description:hu,description:ru,inscription:de,inscription:hu,denomination,religion,url:miserend,covered,operator,board_type,information,created_by,name:cs,FIXME,wikimedia_commons,colour,ref:kozterkep,url:kozterkep,heritage:website,subject:wikipedia,url:templom,url:csendhegyek,support,inscription:pl,location,surface,name:etymology:wikidata,name:es,name:zh,name:ca,name:fr,name:he,name:nl,artist:wikidata,artist_name:hu,contact:email,contact:instagram,contact:website,architect,name:el,name:gag,name:ja,statue,addr:place,note:en,name:lt,addr:suburb,country,flag:name,flag:type,flag:wikidata,subject,statue:animal,internet_access,internet_access:fee,internet_access:ssid,ref:source,addr:country,entrance,construction_date,name:pl,name:ge,source:website,brand,description:2,description:3,url:2,wheelchair:description,url:geocaching.hu,url:kozterkep.hu,fountain,leisure,protect_class,url:artportal,source:inscription,date,url:1,url:mno,loc_name,inscription:2,url:iho,esperanto,display,url:webetyek,width,source:description,source:name,inscription:1,accuracy,name:uk,artist:wikipedia,backrest,inscription:eo,name:eo,description:1,ruins,name:be,url:hadisir,memorial:addr,ref:url,indoor,addr:subdistrict,checkpoint:type,strapline,inscription_1,access,description:fr,description:it,description:nl,description:pl,description:zh,inscription:en,inscription:ru,inscription:fr,inscription:it,inscription:zh,ele:ellipsoid,name:fi,name:int,name:ko,name:pt,layer,taxon,taxon:en,taxon:genus,taxon:hu,architect:wikipedia,landuse,barrier,fence_type,building:levels,url:geocaching,url:velenceito,shelter,imagery_used,disused,archaeological_site,site_type,wikipedia:de,wikipedia:en,name:etymology:wikipedia,disused:amenity,addr:province,contact:youtube,url:bushcraft,url:kesportal,url:vadonszava,url:zmne,url:Jokai,website:3,wikipedia:2,shop,railway,place,tomb,blind,blind:description:en,blind:description:hu,description:sr,phone,memorial:text,person:date_of_birth,person:date_of_death,addr:district,memorial:name,highway,year_of_construction,level,ways,type,boundary,name:ro,openplaques:id,wikipedia:sk,website:hu,wikipedia:hu,name_alt,was:denomination,was:historic,was:religion,checkpoint,course,disused:man_made,historic:civilization,inscription:url,bus,lines,public_transport
node,5222481915,memorial,Bányászati emlékkő,,POINT (18.7143281 47.7061703),,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5224802460,memorial,Teller Ede,,POINT (19.0662521 47.4303599),,,,,,,kozterkep.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226413862,memorial,Széchenyi István,,POINT (19.0317415 47.496795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5232002731,memorial,,,POINT (19.0415392 47.4950075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Статуя Девы Марии с Иисусом-младенцем,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5236909836,memorial,1958,,POINT (19.0706109 47.6744857),,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5243179121,memorial,Kálvin János,,POINT (19.0612445 47.4888997),,,,,,,,,statue,,,,,"KÁLVIN JÁNOS
GENFI REFORMÁTOR
NOYON, 1509 - GENF, 1564.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Статуя Жана Кальвина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5247663621,memorial,Jean-Pierre Pedrazzini,,POINT (19.0774219 47.4972896),,,,,,,,,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5247760221,memorial,Papp László,,POINT (19.0671194 47.5240305),,,,,metal,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5247784427,memorial,,,POINT (18.6316126 47.7495906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5249045241,memorial,,,POINT (19.0395072 47.5060903),,,,,,,,,plaque,,,2011,,"Műemlék
Dunai rakpartok
Építészeti és városképi szerepükért
Épült több ütemben 1853-1938 között fő tervezők
Reitter Ferenc és Hieronymi Károly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5249045280,memorial,Kossuth-híd,,POINT (19.0395537 47.5054057),,,,,,,,,plaque,,,,,"Ezen a helyen állott a Kossuth-híd
Dolgozóink hősies önfeláldozó munkája 8 hónap alatt építette a fasizmus által esztelenül elpusztított Duna hidak ideiglenes pótlására. 1946. január 18-án a fasiszták utolsó Budapesti hídrobbantása első évfordulóján adták",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,át a forgalomnak. Nemes feladatának betöltése után 1960-ban lebontották.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5249045295,memorial,Hollán Sándor,https://mult-kor.hu/20110426_visszaallitottak_idosebb_es_ifjabb_hollan_sandor_emlektablajat_a_lanchidon,POINT (19.0424183 47.4986499),,,,,stone,,,,plaque,,,1920;2009;2011,,"E helyen szenvedtek vértanúhalált, a rémuralom alatt 1919 ápr. 22-én kislődi Hollán Sándor ny államtitkár és fia, Dr. Hollán Sándor államtitkár A Szent-István-rend vitézei. Nemes egyéniségük, munkás életük, borzalmas végzetük emlékét kegyelettel őrzik",,,,,,,https://pestisracok.hu/kivegzes-elhallgatas-es-muemlek-rombolas-haromszor-1919-1946-2009-gyalaztak-meg-vorosok-martir-csaladot/,,,,,,,,,"hu:Hollán Sándor (államtitkár, 1846–1919)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tisztségviselőik, kartársaik és minden jó magyar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5254905790,memorial,"1956, forradalmi menet",,POINT (19.0541596 47.4816195),,,,,stone,,,,stone,,,1989,,E helyről indult el 1956. október 23-án a Műegyetem ifjúságának és oktatóinak a forradalmat kirobbantó menete Marián István vezetésével,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5254905791,memorial,"1956, Műegyetem Forradalmi Bizottsága",,POINT (19.0541337 47.4816379),,,,,stone,,,,stone,,,1989,,A Műegyetem Forradalmi Bizottsága tagjainak emlékére:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lányi Béla, Mester László, Mosonyi Emil, Rados Jenő, Retter Gyula, Sinay Gábor, Simonyi Károly, Somogyi László, Sváb János, Taky Ferenc, Török Béla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálintffy József, Csonka Pál, Déry Márta, Fecskés Tibor, Fekete Tamás, Görög Jenő, Heller László, Kádas Kálmán, Kerkápoly Endre, Kollár Lajos, Korányi Imre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5263536727,memorial,Hőseink,,POINT (18.6399686 47.7461502),,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5268177058,memorial,Váli vadászok emlékhely,,POINT (18.6792829 47.3599528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5268177059,memorial,Kokas Ignác,,POINT (18.6784375 47.3638404),,,,,,,,,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5268177064,memorial,Pannonhalmi Szűzanya-szobor,,POINT (18.6731214 47.3585244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5268177065,memorial,Historizáló Szentháromság szobor,,POINT (18.6733328 47.358651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5268177066,memorial,Szent Flórián szobor,,POINT (18.6731106 47.359724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5268177071,memorial,Hiszünk Magyarország feltámadásában,,POINT (18.6732165 47.3588599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5272117770,memorial,,,POINT (18.8446226 47.6334545),,,,,,,,,war_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5273153759,memorial,,,POINT (19.0548574 47.616041),,,,,,,,,plaque,,,,,Szülőföldütől megfosztott Német nemzetségű Budakalásziak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5293967180,memorial,"Szentesi Ferencné, Ritter Borbála",,POINT (18.9328239 47.5890783),,,,,,,,,person,,,,,"Szentesi Ferencné, Ritter Borbála solymári szülésznő emlékére. Születésének 100.évfordulóján - 2011",,,,,,,,,,,,Solymár,,2083,Zöldfa köz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5293984869,memorial,Kitelepítési emlékmű,,POINT (18.9495904 47.5961145),,,,,"bronze,_limestone",,,,memorial,,,,,NIE WIEDER ! SOHA TÖBBÉ !,,,,,,,,,,,,Solymár,1,2083,Vasút utca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5310860825,memorial,Czibor Zoltán és Tóth II. József,https://www.csepel.hu/component/k2/item/10710-lelepleztek-czibor-zoltan-es-toth-ii-jozsef-emlekmuvet,POINT (19.0720922 47.4208382),,,,,,,,,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5325949430,memorial,Turistaház emlékkő,,POINT (18.8733751 47.5916644),,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5326144974,memorial,,,POINT (18.9566745 47.4650427),,,,,,,,4.63044E+14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5333696374,memorial,Carlo Pedersoli (Bud Spencer),,POINT (19.0754949 47.4858661),,,Q221074,,bronze,,,,statue,Tasnádi Szandra szobrászművész,,11/11/2017,,Carlo Pedersoli;„Mi sohasem veszekedtünk” Terence Hill,,,,,,,,,Bud Spencer's memorial,,,,,,Corvin sétány,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Bud_Spencer_-.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5339488816,memorial,Gróf Széchenyi István,https://www.kozterkep.hu/~/2788/szechenyi_istvan_gr_emlektabla_budapest_ohmann_bela_1909.html,POINT (19.0477657 47.4988155),,,,,,,,,plaque,Ohmann Béla,,1909,,E ház első emeletének sarok lakásában lakott korának legnagyobb magyarja SZÉCHENYI ISTVÁN gróf az 1827-1832-ik években.,,,,,,,,,,,,,,,,hu:Széchenyi István,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5341715757,memorial,Regnum Marianum templom,https://www.kozterkep.hu/~/4125/Regnum_Marianum_emlekmu_Budapest_1992.html,POINT (19.083209 47.5102686),,,,,,,,,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5347893456,memorial,Angyal István-emlékmű,,POINT (19.0693326 47.4857984),,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5355465160,memorial,Világháborús emlékmű,,POINT (18.8787646 47.5756895),,,,,,,survey,,war_memorial,,,,,Gróf Tisza István nemzetünk s községünk mártyrja és a világháború ellenzője. Hőseink 1914-1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/01/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5377823037,memorial,Móricz Zsigmond,,POINT (19.0035985 47.4653917),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5389740551,memorial,Mati Kristóf emléktábla,,POINT (18.9826118 47.6791376),,,,,stone,,,,plaque,,,1984,,Kristóf emlékére. A krisztinások,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5390296211,memorial,56-os emlékmű,,POINT (19.0708946 47.4861374),,,,,,,,,war_memorial,,,,,Az 1956-os forradalom és szabadságharc 49. évfordulója tiszteletére és a pesti srácok emlékére.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
